a,b,x1,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142,label
-32.60644307,3.368874148,2.431971624,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
-10.0941989,50.23505698,-72.69684945,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,1
14.59182741,57.2659289,-135.5883649,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,1
-46.13606487,86.17100324,-9.184366102,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
80.27117797,-61.10093249,-7.935829218,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
90.51244894,62.84801411,-44.54355117,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
-14.10201454,64.79460902,-89.4855633,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,1
-15.17839833,41.74919271,189.7465144,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
-79.01796549,40.56711824,-46.03978734,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,1
-77.63228722,28.37701785,-100.4136138,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,1
-80.48184116,4.752021341,-22.07777736,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,1
-40.25741596,-45.62392121,195.2376167,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
30.7616424,98.84840035,-84.96700073,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1
-5.216762947,99.75043678,48.88732738,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
-37.37732727,55.00867387,-86.70029878,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,1
-37.58410284,36.87039639,-168.7970019,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,1
-13.38057125,-68.68832152,33.44498599,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
-89.58852462,69.82437464,5.752195213,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
36.17954354,56.34667237,-101.2832917,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,1
53.30611685,-70.10223805,-10.93251949,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
68.41268586,6.462522935,-37.49202377,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
-87.35944366,-22.2875061,116.744812,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
25.23345947,94.59684753,-47.75064087,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-18.74349976,88.67790222,102.5422668,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,1.5,3.5,3.5,1.5,8.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
15.02857208,12.30500031,69.13226318,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,
-53.144104,97.29983521,56.27694702,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
87.74198914,95.72323608,140.6283875,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
48.33273315,66.45126343,-39.27709961,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-46.6301918,92.80403137,-160.0668945,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,
-64.86451721,59.00576782,50.90454102,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-4.075500488,85.38786316,-25.40711975,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
21.98236847,93.54072571,-136.5835266,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
68,38.87321472,-163.9085083,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
5.536476135,69.24046326,158.1932068,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
1.392303467,99.77171326,-112.9182358,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
-87.69664764,98.884552,18.34506226,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
8.703125,32.62870789,90.53887939,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,9.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
35.59899902,71.57814026,-110.5329514,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
59.89373779,31.1661377,-52.90710449,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,7.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-79.06526184,52.30426025,-90.28536224,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,
68.94430542,61.48062134,-46.62863159,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-77.0871048,52.98001099,-167.3055267,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,
98.57427979,63.83854675,183.6126709,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,
70.81687927,92.40324402,-111.4731064,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
52.00695801,92.13275146,-54.35908508,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
39.24789429,67.49958801,176.6917114,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
28.97640991,62.96513367,-65.80015564,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,
79.72938538,28.67892456,141.2810059,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,
50.95663452,83.17912292,104.9978638,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
1.533912659,89.74411011,-165.0270233,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
-92.58067322,22.23694611,9.054351807,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-64.40568542,-64.21369171,35.57247925,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
35.72189331,83.72070313,-152.6021576,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
-24.35966492,53.94413757,132.9415894,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
73.44189453,63.75648499,-143.7499695,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,9.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
24.16555023,74.1285553,-196.7078094,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
-13.6863327,94.44084167,-141.0328674,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,
-39.8307724,14.98652649,79.35675049,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,9.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-84.27609253,22.88228607,-99.7875824,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,
64.56083679,98.84364319,-189.1370239,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
92.25022888,41.4861908,-32.68690491,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-87.16836548,94.25674438,148.2972717,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,7.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-75.02031708,26.52191925,92.39358521,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,8.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
58.21377563,6.88218689,1.594955444,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
48.60546875,88.02819824,-21.86712646,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-58.40141678,95.80348206,22.94917297,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
0.510528564,46.82897949,-138.4414825,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
84.66958618,90.50813293,180.1018677,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-18.00740814,-76.00630188,128.6151733,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-74.68067932,43.25265503,100.0698547,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,1.5,3.5,3.5,1.5,8.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-15.76365662,87.47343445,76.06518555,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,6.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-72.46528625,54.44915771,-189.8233948,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,
67.40142822,-64.24718475,-183.2672729,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,9.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
85.27331543,5.982574463,14.43307495,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,
78.29246521,94.3351593,-138.568512,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
-39.93416977,89.76901245,-107.3570633,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5,
-0.408332825,98.30990601,177.6926575,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,9.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-67.76293945,94.92886353,178.7304993,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,1.5,3.5,3.5,1.5,9.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
58.04629517,96.26046753,-94.1572876,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,
44.0637207,69.81193542,157.9750061,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
