,,,b391,b392,b393,b394,b395,b396,b397,b398,b399,b400,b401,b402,b403,b404,b405,b406,b407,b408,b409,b410,b411,b412,b413,b414,b415,b416,b417,b418,b419,b420,b421,b422,b423,b424,b425,b426,b427,b428,b429,b430,b431,b432,b433,b434,b435,b436,b437,b438,b439,b440,b441,b442,b443,b444,b445,b446,b447,b448,,,,,,,,,b457
-70.86286926,-24.63410187,171.9474792,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,1,2,1,0,1,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0,,,,,,,,,
-40.40608215,15.74929047,-88.2175293,2,1,2,2,2,2,0,0,1,2,0,0,2,1,0,0,2,1,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,2,0,0,0,0,2,1,0,2,0,0,0,0,,,,,,,,,
16.00483704,-90.30897522,-158.8352966,1,2,2,1,1,2,0,0,1,2,0,0,1,1,0,0,0,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,2,5,2,1,5,2,5,2,0,0,2,1,0,0,0,0,1,2,0,0,0,0,2,1,,,,,,,,,
-94.89245605,-18.70844269,-10.33706665,2,3,2,1,2,0,0,1,3,2,0,0,3,1,0,1,1,0,0,1,2,4,1,0,3,3,1,0,1,1,0,1,0,0,0,0,1,4,0,0,0,0,1,4,2,1,5,3,2,1,5,2,1,1,1,0,0,0,,,,,,,,,
67.0688324,-98.02844238,-32.06750488,2,1,2,1,1,2,0,0,1,2,0,0,1,1,0,0,2,1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,0,1,0,2,1,2,2,0,1,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,
-86.54682159,4.341247559,-79.38043213,2,2,2,0,0,1,0,1,1,2,0,0,3,1,0,0,0,2,0,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.27845764,-97.23458099,-191.8328857,2,1,2,1,2,3,0,0,1,3,0,0,2,2,0,0,2,3,0,0,1,1,0,0,1,3,0,0,2,2,0,0,0,0,0,2,1,2,2,1,2,2,0,0,2,2,0,0,1,0,0,2,0,0,0,0,2,2,,,,,,,,,
-81.70205688,48.67605591,26.07235718,2,1,2,1,2,1,0,0,1,2,0,0,2,2,0,0,2,2,0,0,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,1,,,,,,,,,
-76.21076965,-72.04296112,-194.247467,2,2,2,1,1,1,0,0,2,2,0,0,2,2,0,0,0,1,0,0,2,3,0,0,2,2,0,0,2,2,0,1,0,0,1,1,2,1,2,1,2,1,0,0,1,2,0,0,0,0,3,2,0,0,0,0,2,0,,,,,,,,,
-39.433815,83.40847778,-144.8654633,2,1,2,2,2,1,1,0,2,2,0,0,3,1,0,1,1,2,0,0,2,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,3,1,1,1,1,0,0,0,1,3,0,0,0,0,2,3,0,0,0,0,2,0,,,,,,,,,
-54.62266922,-97.52471924,-134.94487,3,2,3,0,0,1,0,0,3,2,0,1,3,1,1,1,2,1,2,2,2,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,1,1,0,3,1,1,2,1,1,0,1,0,1,,,,,,,,,
35.42176819,-89.79505157,193.7210083,2,2,2,1,1,1,0,0,2,2,0,1,2,1,0,0,1,0,1,3,1,4,1,0,3,3,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,2,7,3,0,6,4,5,4,3,1,3,2,2,2,0,0,,,,,,,,,
-27.38025665,-6.447746277,199.3707581,2,1,2,3,2,3,0,0,1,2,1,0,2,1,1,1,3,2,2,1,1,2,1,0,1,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,3,0,0,0,0,,,,,,,,,
-12.74276733,24.91306305,-154.3864899,1,2,1,0,0,1,0,0,3,3,0,1,4,2,0,2,2,0,1,3,1,3,1,0,3,4,1,0,3,3,0,1,0,0,0,0,0,5,0,0,0,0,0,2,1,1,0,0,0,1,4,1,2,4,0,0,0,0,,,,,,,,,
-52.61626434,24.27003479,-191.0687866,2,1,2,2,3,2,0,0,2,2,1,0,2,1,0,0,2,1,0,0,1,4,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,2,0,0,0,0,,,,,,,,,
-99.24152374,-76.91314697,196.9121399,2,3,3,0,1,1,0,0,2,2,0,1,3,1,0,0,0,0,0,2,2,2,1,0,2,3,0,0,2,1,0,1,0,0,0,0,1,3,0,0,0,0,2,5,2,1,5,1,3,2,2,1,1,1,1,2,0,1,,,,,,,,,
53.29777527,-58.54431534,175.6693726,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,2,4,2,1,3,2,4,2,0,0,1,2,0,0,0,0,2,3,0,0,0,0,4,2,,,,,,,,,
16.00483704,-90.30897522,-158.8352966,1,2,2,1,1,2,0,0,1,2,0,0,1,1,0,0,0,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,2,5,2,1,5,2,5,2,0,0,2,1,0,0,0,0,1,2,0,0,0,0,2,1,,,,,,,,,
-94.89245605,-18.70844269,-10.33706665,2,3,2,1,2,0,0,1,3,2,0,0,3,1,0,1,1,0,0,1,2,4,1,0,3,3,1,0,1,1,0,1,0,0,0,0,1,4,0,0,0,0,1,4,2,1,5,3,2,1,5,2,1,1,1,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.27845764,-97.23458099,-191.8328857,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
-81.70205688,48.67605591,26.07235718,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
-76.21076965,-72.04296112,-194.247467,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
-39.433815,83.40847778,-144.8654633,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
-54.62266922,-97.52471924,-134.94487,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
35.42176819,-89.79505157,193.7210083,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
-27.38025665,-6.447746277,199.3707581,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,1.5,2.5,,,,,,,,,
-12.74276733,24.91306305,-154.3864899,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
-52.61626434,24.27003479,-191.0687866,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
-99.24152374,-76.91314697,196.9121399,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,,,,,,,,,
53.29777527,-58.54431534,175.6693726,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
16.00483704,-90.30897522,-158.8352966,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,,,,,,,,,
-94.89245605,-18.70844269,-10.33706665,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
