,,,b391,b392,b393,b394,b395,b396,b397,b398,b399,b400,b401,b402,b403,b404,b405,b406,b407,b408,b409,b410,b411,b412,b413,b414,b415,b416,b417,b418,b419,b420,b421,b422,b423,b424,b425,b426,b427,b428,b429,b430,b431,b432,b433,b434,b435,b436,b437,b438,b439,b440,b441,b442,b443,b444,b445,b446,b447,b448,,,,,,,,,b457
40.23735046,79.41026306,129.6863403,2,1,2,1,2,2,0,0,1,2,0,0,2,1,0,1,1,2,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,1,3,2,2,1,0,1,1,2,0,0,1,0,2,1,0,0,0,0,1,0,,,,,,,,,
65.40238953,-73.88085175,-85.67788696,2,1,3,2,2,3,0,0,1,2,0,0,2,1,0,0,2,2,0,2,0,2,0,0,2,2,0,0,1,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,1,1,,,,,,,,,
54.22904968,7.73538208,197.6082764,2,2,2,1,2,1,0,0,1,2,0,0,3,1,0,0,3,2,0,3,1,2,0,0,1,3,0,0,2,1,0,0,0,0,0,1,2,3,1,0,0,0,0,0,2,3,0,0,0,0,3,2,1,2,0,1,1,2,,,,,,,,,
-90.88307953,-95.33703613,3.513046265,2,1,2,1,2,2,0,1,1,3,0,0,3,1,1,1,2,2,0,0,1,2,0,0,1,3,0,0,3,1,1,1,0,1,0,1,2,3,0,0,0,0,1,0,4,2,0,0,0,1,1,5,1,0,1,1,1,1,,,,,,,,,
64.30761719,93.42849731,38.50309753,2,1,1,0,1,2,0,0,1,2,0,0,2,1,0,1,1,1,1,1,1,2,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,,,,,,,,,
1.25050354,-61.5165596,-30.06140137,2,1,3,1,1,2,0,0,1,1,0,0,2,2,0,0,2,2,0,2,1,4,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,2,0,1,0,2,0,0,1,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.50366211,-93.13968658,-51.3941803,2,0,4,3,1,5,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,3,1,0,2,2,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,2,1,0,0,0,0,1,1,,,,,,,,,
-37.72038269,-18.98417664,82.85507202,1,0,2,2,2,2,0,0,3,2,0,0,2,1,1,1,2,2,1,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,4,2,0,3,0,2,1,1,1,0,0,0,0,1,1,,,,,,,,,
47.8959198,-99.02658081,141.6081543,2,1,2,2,1,2,0,0,2,2,0,0,2,1,1,0,1,2,1,1,1,3,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5,2,0,4,1,4,1,2,1,1,2,0,1,0,3,,,,,,,,,
98.52548218,-50.27132034,85.00219727,3,1,2,1,4,2,1,0,1,3,0,0,3,1,0,0,1,3,0,0,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,1,4,1,1,2,1,0,0,1,1,2,0,0,0,0,2,2,0,0,1,0,2,5,,,,,,,,,
-97.93045807,8.927703857,-79.77046967,2,1,3,2,3,3,1,0,2,3,0,1,3,2,0,0,1,4,0,0,0,3,0,0,2,4,0,0,0,1,0,0,0,1,1,4,5,1,5,4,4,1,0,0,2,1,0,0,0,0,1,3,0,0,0,0,2,2,,,,,,,,,
-89.48970032,-84.7662735,48.00109863,3,3,2,1,2,2,0,0,0,3,0,0,2,1,0,0,2,2,0,2,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,2,1,2,0,0,1,1,2,,,,,,,,,
-43.89476776,-98.26718903,-11.39517212,1,0,3,4,1,3,0,0,3,1,0,0,2,1,0,0,2,1,0,2,2,3,0,0,1,1,0,1,2,1,0,0,0,1,0,1,0,2,2,1,2,0,1,4,3,0,4,0,3,2,2,1,0,1,0,0,0,2,,,,,,,,,
-32.71609497,-45.61979675,142.2755737,4,1,2,0,1,2,0,0,0,2,0,0,1,2,0,0,2,1,2,1,1,2,0,0,2,2,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,2,1,2,1,3,1,2,2,0,0,0,1,,,,,,,,,
-11.5212326,-58.10330963,156.0626526,3,3,2,1,1,2,0,0,0,3,0,0,1,0,0,0,4,1,1,5,1,2,0,0,1,3,0,0,6,0,0,0,0,0,0,1,2,3,0,0,0,0,4,1,3,2,5,3,4,1,1,0,3,0,2,3,0,0,,,,,,,,,
-5.157455444,61.59065247,160.45578,2,1,2,2,1,2,1,0,2,2,0,0,2,2,1,0,2,3,0,0,0,2,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,3,,,,,,,,,
-60.42113876,48.0962677,183.8761902,2,2,2,1,1,1,0,0,1,4,0,1,3,2,0,0,3,3,0,1,1,2,0,0,2,3,0,0,3,1,0,1,0,1,1,1,3,3,2,0,2,1,1,0,2,2,0,0,0,1,1,3,0,1,0,0,3,3,,,,,,,,,
-97.87779236,-65.0659256,174.5057983,3,2,1,0,4,1,0,0,0,2,0,1,3,1,1,1,1,1,2,2,1,2,0,1,1,3,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2,2,0,0,0,0,3,1,2,3,0,0,0,0,,,,,,,,,
-94.38063049,68.98350525,197.6526489,2,2,1,1,0,1,0,0,1,2,0,0,1,3,1,1,4,1,4,2,1,1,0,0,1,2,1,1,2,2,0,0,0,0,0,0,1,2,0,0,0,1,1,2,1,1,3,3,4,3,3,0,4,4,2,2,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.50366211,-93.13968658,-51.3941803,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,1.5,2.5,,,,,,,,,
-37.72038269,-18.98417664,82.85507202,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,1.5,2.5,,,,,,,,,
47.8959198,-99.02658081,141.6081543,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
98.52548218,-50.27132034,85.00219727,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
-97.93045807,8.927703857,-79.77046967,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
-89.48970032,-84.7662735,48.00109863,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,1.5,2.5,,,,,,,,,
-43.89476776,-98.26718903,-11.39517212,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,,,,,,,,,
-32.71609497,-45.61979675,142.2755737,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,,,,,,,,,
-11.5212326,-58.10330963,156.0626526,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,,,,,,,,,
-5.157455444,61.59065247,160.45578,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
-60.42113876,48.0962677,183.8761902,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
-97.87779236,-65.0659256,174.5057983,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,1.5,2.5,,,,,,,,,
-94.38063049,68.98350525,197.6526489,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
